TweetNo,Label,Target,Topic,Phrase,TweetText,clean_text,label
2784,NOT,,,,"לחץ על הידית חשב שזו ידית מפלט, אך אויב התעורר מהחלון להבין שכדי להתנדף הוא צריך פשוט לקום וללכת. בוקר טוב גדעון, ישנת טוב מאמי? 🤣🤣 https://t.co/BYfcU3JLxf",לחץ על הידית חשב שזו ידית מפלט אך אויב התעורר מהחלון להבין שכדי להתנדף הוא צריך פשוט לקום וללכת בוקר טוב גדעון ישנת טוב מאמי,0
2785,hate,not clear,Terroresim,המחבל,"@ErelSegal אילנה חושבת שנער מתנחל שנרצח אינו הילד של כולנו. מתייפחת מבושה מול מכחיש השואה מחמוד עבאס על הרג המחבל על ידי אזריה (בני עמי בחרו בטרור), העלילה על קצין צה״ל שרצח בדם קר נערה פלסטינאית. אנחנו מתביישים באישה המבישה הזו.",אילנה חושבת שנער מתנחל שנרצח אינו הילד של כולנו מתייפחת מבושה מול מכחיש השואה מחמוד עבאס על הרג המחבל על ידי אזריה בני עמי בחרו בטרור העלילה על קצין צה״ל שרצח בדם קר נערה פלסטינאית אנחנו מתביישים באישה המבישה הזו,1
2786,NOT,,,,"@nsypx @yarivop החוק לא מפריד בין טרוריסטים- אבל הוא בהחלט מפריד בין בני העם היהודי במדינתם לבין אזרחים שמזוהים כאויב. ונער גבעות, פורע חוק ככל שיהיה, חייב להיענש ולהירקב בכלא אם סיכן חיי אדם כלשהם. הוא עדיין לא אויב. אם חלילה גרם לפגיעה בחיי אדם (לא משנה מאיזה עם) דינו ככל רוצח.",החוק לא מפריד בין טרוריסטים אבל הוא בהחלט מפריד בין בני העם היהודי במדינתם לבין אזרחים שמזוהים כאויב ונער גבעות פורע חוק ככל שיהיה חייב להיענש ולהירקב בכלא אם סיכן חיי אדם כלשהם הוא עדיין לא אויב אם חלילה גרם לפגיעה בחיי אדם לא משנה מאיזה עם דינו ככל רוצח,0
2787,NOT,,demonstration,מפגינים,"…הפשטה, הטרדה מינית ופגיעה במפגינים, בגופם וברכושם, וגם למכות רצח לחרדים ולנערי גבעות מפגינים. על כול אורגיית האלימות הזאת מנצח בנימין נתניהו.",הפשטה הטרדה מינית ופגיעה במפגינים בגופם וברכושם וגם למכות רצח לחרדים ולנערי גבעות מפגינים על כול אורגיית האלימות הזאת מנצח בנימין נתניהו,0
2788,hate,not clear,Murder,פלסטיני,@drmichaelbenari @ParisTelaviv75 בגרסה הבאה הם יטענו שהבחור שנהרג הוא בכלל פלסטיני,בגרסה הבאה הם יטענו שהבחור שנהרג הוא בכלל פלסטיני,1
2789,hate,not clear,Murder,חמאס,"@DovMorell @NaamaAriella יש גם את הרש''פ ואת חמאס שהורגים לא פחות מהם, אז מה? ימ''ר ש''י אפילו לא *עצרו* פלסטיני בשנים האחרונות...",יש גם את הרשפ ואת חמאס שהורגים לא פחות מהם אז מה ימר שי אפילו לא עצרו פלסטיני בשנים האחרונות,1
2790,NOT,,Racism,ערבי,"@NewLikudnik @AdiliR123 אחדים מחבריו הטובים של נאשמיהו הם ערבים. פעם ביבי ראה ערבי נאור ערבי לפעמים הוא בן אנוש יש ערבים גם בליכוד ערבי טוב הוא ערבי ללא חוב אחמד הוא אח, ומוחמד תותח אין כמו ערבים",אחדים מחבריו הטובים של נאשמיהו הם ערבים פעם ביבי ראה ערבי נאור ערבי לפעמים הוא בן אנוש יש ערבים גם בליכוד ערבי טוב הוא ערבי ללא חוב אחמד הוא אח ומוחמד תותח אין כמו ערבים,0
2791,NOT,,,,"@zahavabitton אני יודע. לטעמי, יותר נכון להעמידו למשפט שדה על הריסת החברה, הערכים והמדינה.",אני יודע לטעמי יותר נכון להעמידו למשפט שדה על הריסת החברה הערכים והמדינה,0
2792,NOT,,Democracy,נסראללה,"@kaisos1987 כמה שנים השמיים כחולים בהירים מעל ראשו של נסראללה? אבל שמת לב, חסן נסראללה סוציאליסט מרקסיסט ערבי-לאומני אנטי-שריעה פרו-הדמוקרטיה הגרמנית הכי מוגן על הפלנטה. חסן נסראללה את מי אתה משרת?",כמה שנים השמיים כחולים בהירים מעל ראשו של נסראללה אבל שמת לב חסן נסראללה סוציאליסט מרקסיסט ערבילאומני אנטישריעה פרוהדמוקרטיה הגרמנית הכי מוגן על הפלנטה חסן נסראללה את מי אתה משרת,0
2793,NOT,,,,"ימות המשיח בפתח מכיוון שהאשראי שלי עוד לא הגיע, אמא שלי שעד היום מתכחשת לעובדה שאני מעשנת, הציעה להלוות לי כסף בשביל לקנות *טבק* כןכן. טבק. אמא. טבק. סיגריות. אמא.",ימות המשיח בפתח מכיוון שהאשראי שלי עוד לא הגיע אמא שלי שעד היום מתכחשת לעובדה שאני מעשנת הציעה להלוות לי כסף בשביל לקנות טבק כןכן טבק אמא טבק סיגריות אמא,0
2794,NOT,,,,"RT @flika_limilki: @kaisos1987 כמה שנים השמיים כחולים בהירים מעל ראשו של נסראללה? אבל שמת לב, חסן נסראללה סוציאליסט מרקסיסט ערבי-לאומני אנט…",כמה שנים השמיים כחולים בהירים מעל ראשו של נסראללה אבל שמת לב חסן נסראללה סוציאליסט מרקסיסט ערבילאומני אנט,0
2795,hate,not clear,occupation,ההתנתקות,@SargonoffAkkad מה גם שצעד כזה עלול להגביר טרור ולהיתפס כחולשה. ראה ״ההתנתקות״.,מה גם שצעד כזה עלול להגביר טרור ולהיתפס כחולשה ראה ״ההתנתקות״,1
2796,NOT,,,,"@NadavPerez @lgimel @oferron אז זה לב העניין. הגענו למצב שאנחנו לא מאמינים להחלטות משרד הבריאות, ואנחנו כבר לא יכולים להסכים על העובדות בגלל זה. האם באמת ימות מישהו אם בית ספר בשכונה ירוקה יפתח? אני חושב שלא.",אז זה לב העניין הגענו למצב שאנחנו לא מאמינים להחלטות משרד הבריאות ואנחנו כבר לא יכולים להסכים על העובדות בגלל זה האם באמת ימות מישהו אם בית ספר בשכונה ירוקה יפתח אני חושב שלא,0
2797,NOT,,,,"@leeat55 @froike2 @eldadbeck כ""כ הרבה הבטחות היו במהלך התקופה מאז הבחירות, וכלום. זה כמובן כולל את בית המשפך העליון שהיה אמור להיות היעד הסופי, ואפילו הוא התגלה כמעוז מבוצר של מדינת העומק. בעצם אין לטראמפ שום זרוע ממשלתית שתומכת בו (אולי הצבא, אך ממש לא בטוח). כמו שעד היום לא יודעים מי באמת רצח את קנדי.",ככ הרבה הבטחות היו במהלך התקופה מאז הבחירות וכלום זה כמובן כולל את בית המשפך העליון שהיה אמור להיות היעד הסופי ואפילו הוא התגלה כמעוז מבוצר של מדינת העומק בעצם אין לטראמפ שום זרוע ממשלתית שתומכת בו אולי הצבא אך ממש לא בטוח כמו שעד היום לא יודעים מי באמת רצח את קנדי,0
2798,NOT,,,,"חבר העלה בסטטוס את הסרטון של המפגינים רוקדים כשהמכת""זית צולפת בהם עם השיר ""קוביות"" ברקע וזה מצחיק רצח, אבל לא אביא את זה פה א. כי זה שיר מזעזע ב. מפאת כבודכם",חבר העלה בסטטוס את הסרטון של המפגינים רוקדים כשהמכתזית צולפת בהם עם השיר קוביות ברקע וזה מצחיק רצח אבל לא אביא את זה פה א כי זה שיר מזעזע ב מפאת כבודכם,0
2799,NOT,,,,@arnonsegal1 @drmichaelbenari מתי פעם אחרונה נהרג ערבי במרדף משטרתי?,מתי פעם אחרונה נהרג ערבי במרדף משטרתי,0
2800,NOT,,,,כיבוש מוגן https://t.co/ky42VJ1cxw,כיבוש מוגן,0
2801,NOT,,,,@adorah1 @Tzoharkashrut הניסוח בעייתי. ברור למה באורגני יש יותר חרקים אבל גידול ערבי?,הניסוח בעייתי ברור למה באורגני יש יותר חרקים אבל גידול ערבי,0
2802,NOT,,,,@abcdabcdeb הוא יהודי אז זה רצח כמובן,הוא יהודי אז זה רצח כמובן,0
2803,NOT,,,,"@12med865 למה לרצוח לימון תמים?! היה לו נפש, היה לו חיים..",למה לרצוח לימון תמים היה לו נפש היה לו חיים,0
2804,NOT,,,,"@AsafRonel איך ""לפעמים"" אחרי עלילות הדם על טרור ההצתות והזיופים בחברה הערבית? לא תחקירן מהולל ולא נעליים, גבלס לעניים",איך לפעמים אחרי עלילות הדם על טרור ההצתות והזיופים בחברה הערבית לא תחקירן מהולל ולא נעליים גבלס לעניים,0
2805,NOT,,,,@ChangedBio ברור... אבל מי רצח אותו שוטר?,ברור אבל מי רצח אותו שוטר,0
2806,NOT,,,,"@AdiVaknin6 @GuyCamelmacher @ErelSegal @amit_segal @haggai_segal גם עיתונאי וגם מחבל, שתי ציפורים במכה אחת! (סתם, סתם, הוא ניסה להרוג ערבים, זה לא נחשב מחבל)",גם עיתונאי וגם מחבל שתי ציפורים במכה אחת סתם סתם הוא ניסה להרוג ערבים זה לא נחשב מחבל,0
2807,NOT,,,,בזכות הקורס בספרות אני קורא עכשיו שוב את התפסן ונזכר בעצמי בן ה-15 (?) שקרא אותו לראשונה ואני לא יודע להסביר ממה בדיוק אבל אני מתרגש רצח ובא לי להגיד לכולכם שאני אוהב אתכם,בזכות הקורס בספרות אני קורא עכשיו שוב את התפסן ונזכר בעצמי בן ה שקרא אותו לראשונה ואני לא יודע להסביר ממה בדיוק אבל אני מתרגש רצח ובא לי להגיד לכולכם שאני אוהב אתכם,0
2808,Violence,Maccabi Tel-aviv supporters,violence ,ימות,כמו פרפר לאור אלייך בא הקבוצה שלי האהובה כמו השור שרץ אל האדום שכל אוהד מכבי ימות היום (אמן) הפועל עולה עולה עולה...,כמו פרפר לאור אלייך בא הקבוצה שלי האהובה כמו השור שרץ אל האדום שכל אוהד מכבי ימות היום אמן הפועל עולה עולה עולה,1
2809,hate,Avigdor Lieberman,Murder,רוצח,"@ChangedBio יהודי לא רוצח יהודי אלא אם הוא ערבי וערבי לא רוצח ערבי אלא אם חליל ג'ובראן שמו והוא ערבי טוב, ערבי עםעט. יהודי לא רוצח יהודי אלא אם היהודי הוא יונה ואמיל שמו של היהודי המת אלא אם יא חביבי אמיל גם ערבי הטוב עםעט.אגב,לגבי ליברמן , לא ברור מה איווט לערבים.",יהודי לא רוצח יהודי אלא אם הוא ערבי וערבי לא רוצח ערבי אלא אם חליל גובראן שמו והוא ערבי טוב ערבי עםעט יהודי לא רוצח יהודי אלא אם היהודי הוא יונה ואמיל שמו של היהודי המת אלא אם יא חביבי אמיל גם ערבי הטוב עםעטאגבלגבי ליברמן לא ברור מה איווט לערבים,1
2810,NOT,,,,@aplichuk @orb66261932 זה אולי לא רצח השוטר לא בא במטרה לרצוח אבל הוא התכוון לפגוע בצורה לא חוקית בוודאות ולכן זו הריגה וודאית,זה אולי לא רצח השוטר לא בא במטרה לרצוח אבל הוא התכוון לפגוע בצורה לא חוקית בוודאות ולכן זו הריגה וודאית,0
2811,NOT,,,,"@Tzach10 @AviAflalo4 @nir_ @perry_ohad @SelaReport @barakshalev @AdamArnautoff @yair72289588 @edru25448108 @tamarmital @MichaelRozolio @RoiLeshem @BonehElad @esnet120 @guyzo @MrHillel @captain_zod @prof_shahar @daridor @DrEliDavid @zahnya1000 @GiladSugarman @MatanHolzer @FakeYoel @Blitz20191 @Eitan_Marchand @LironZohar @InbarRotem @rotemlapidot @YaffaRaz @UdiKugler @hadaskale @shirlior @shellyappelberg @nitzanil1 @guymeroz @Juvenile1897 @MrPitt11 @burbor90 @SternShahar @DrShahar @meresh1974 @nikanor1983 @Nahalati @JohnnieFreedom1 @Boazim @therealhmo @vaknin_yogev @Avivsgv @UdiQimron לא נכון בכלל. אין שום קשר לצורת המחאה הקטנה שלנו- הסיבה שזה לא הלך בישראל ממש לא קשורה לכיוון המחאה ולביקורת נגד המסכות. אשמה התקשורת המשוחדת והחרדתית + האופי הישראלי: - צייתנות עיוורת (צה""ל חובה, משמעת). - פחדים וטראומה (מלחמות, עזה, לבנון, שואה...) מדינה הלומת קרב. קרב אבוד.",לא נכון בכלל אין שום קשר לצורת המחאה הקטנה שלנו הסיבה שזה לא הלך בישראל ממש לא קשורה לכיוון המחאה ולביקורת נגד המסכות אשמה התקשורת המשוחדת והחרדתית האופי הישראלי צייתנות עיוורת צהל חובה משמעת פחדים וטראומה מלחמות עזה לבנון שואה מדינה הלומת קרב קרב אבוד,0
2812,NOT,,,,@YossiRosner חחחחח זה באמת מצחיק רצח,חחחחח זה באמת מצחיק רצח,0
2813,NOT,,,,@pnina_tamano_sh @branotnewsdesk @almazmangisto למה אין ערבי ישראלי בתמונה הזאת?,למה אין ערבי ישראלי בתמונה הזאת,0
2814,hate,Leftists,politics,עוכר,@RZlNifwwEW4jARu זה מה שמפריע לך? עוכר ישראל. בגלל חוסר האחריות המזוויע שלכם אנשים מתים ועסקים פושטים רגל.,זה מה שמפריע לך עוכר ישראל בגלל חוסר האחריות המזוויע שלכם אנשים מתים ועסקים פושטים רגל,1
2815,NOT,,,,"@yy34102878 @arnonsegal1 לא כתבתי שהוא תמים. האמת היא, שאין לי מושג.. היה טוב, אם המשטרה היתה פחות מתעסקת בשחרור גירסא חדשה כל יומיים ויותר בחקר האמת. כבר היה מקרה שהאשימו אדם במעשה טרור נגד שוטר ולקח זמן עד שהאמת יצאה לאור. לאיש קראו אל-קיעאן. המשטרה צריכה להיות זהירה ולחקור ולא לנסות לטייח כל חשד לכשל.",לא כתבתי שהוא תמים האמת היא שאין לי מושג היה טוב אם המשטרה היתה פחות מתעסקת בשחרור גירסא חדשה כל יומיים ויותר בחקר האמת כבר היה מקרה שהאשימו אדם במעשה טרור נגד שוטר ולקח זמן עד שהאמת יצאה לאור לאיש קראו אלקיעאן המשטרה צריכה להיות זהירה ולחקור ולא לנסות לטייח כל חשד לכשל,0
2816,NOT,,,,@Tzach10 @perry_ohad @nir_ @SelaReport @barakshalev @AdamArnautoff @yair72289588 @edru25448108 @tamarmital @MichaelRozolio @RoiLeshem @RanIsraeli @esnet120 @guyzo @MrHillel @captain_zod @prof_shahar @daridor @DrEliDavid @zahnya1000 @GiladSugarman @MatanHolzer @FakeYoel @Blitz20191 @Eitan_Marchand @LironZohar @InbarRotem @rotemlapidot @YaffaRaz @UdiKugler @hadaskale @shirlior @shellyappelberg @nitzanil1 @guymeroz @Juvenile1897 @MrPitt11 @burbor90 @SternShahar @DrShahar @meresh1974 @nikanor1983 @AviAflalo4 @Nahalati @JohnnieFreedom1 @Boazim @therealhmo @vaknin_yogev @Avivsgv @UdiQimron זה שתשתמש במילים לא יהפוך את זה לנכון. אין שום דבר בולשביסטי ולא פשיסטי בלהצביע על עובדות מדויקות. הלאה ביביסט.. תתקדם. נשבר לך הלב שהבנת שהמנהיג שלך מוכן לשרוף בכבשן מיליוני ישראלים שהוא לא רואה ממטר? מנסה ליישב את ההבנה שסגרים זה בולשביזם ופשיזם עם תמיכה בראש משפחת פשע? בהצלחה.,זה שתשתמש במילים לא יהפוך את זה לנכון אין שום דבר בולשביסטי ולא פשיסטי בלהצביע על עובדות מדויקות הלאה ביביסט תתקדם נשבר לך הלב שהבנת שהמנהיג שלך מוכן לשרוף בכבשן מיליוני ישראלים שהוא לא רואה ממטר מנסה ליישב את ההבנה שסגרים זה בולשביזם ופשיזם עם תמיכה בראש משפחת פשע בהצלחה,0
2817,NOT,,,,@sport5il הערוץ שלכם נכבה לי באמצע משחק nba,הערוץ שלכם נכבה לי באמצע משחק,0
2818,hate,Arab,politics,הפלסטינים,"@JbareenYanal @rabea_bader מי שהתנער מערבי ישראל ,אלו דווקא מי שבחרתם בהם והיו אמורים לדאוג לאינטרסים שלהם ובמקום זה, הם היו עסוקים להתחרות מי יהיה יותר לאומני ולוחמני למען הפלסטינים ...",מי שהתנער מערבי ישראל אלו דווקא מי שבחרתם בהם והיו אמורים לדאוג לאינטרסים שלהם ובמקום זה הם היו עסוקים להתחרות מי יהיה יותר לאומני ולוחמני למען הפלסטינים,1
2819,NOT,UNT,,השרמוטות הפוליטיות,@sari_azoulay לא חששתי לשניה אני מבסוט רצח שנחש משקפיים והשרמוטות הפוליטיות שלו יצאו לליכוד ממחזור הדם הבעיה היא שמתפקדי מרץ בליכוד עדיין אתנו וידחפו שרמוטות ונחשים חדשים פנימה ולמעלה מקווה שאני טועה,לא חששתי לשניה אני מבסוט רצח שנחש משקפיים והשרמוטות הפוליטיות שלו יצאו לליכוד ממחזור הדם הבעיה היא שמתפקדי מרץ בליכוד עדיין אתנו וידחפו שרמוטות ונחשים חדשים פנימה ולמעלה מקווה שאני טועה,0
2820,hate,Attorney's office,politics,אויב,אין כלום כי לא היה כלום. אויב הציבור מס 1 פרקליטות https://t.co/NUOXq0r1kQ,אין כלום כי לא היה כלום אויב הציבור מס פרקליטות,1
2821,Hate,Arab,Racism,רוצח,"@mazkirhakibutz @WafiHamed1 @SamerBarhamS אדוני המזכיר, אני מנסה להסביר להם שכדי לפתור את בעיית האלימות בחברה הערבית הם חייבים ללמד את הדור הבא שלהם שאלימות זה רע, אי אפשר לחנך ילד לאלימות ואז כשהוא גדל הוא רוצח את השכן שלו.",אדוני המזכיר אני מנסה להסביר להם שכדי לפתור את בעיית האלימות בחברה הערבית הם חייבים ללמד את הדור הבא שלהם שאלימות זה רע אי אפשר לחנך ילד לאלימות ואז כשהוא גדל הוא רוצח את השכן שלו,1
2822,hate,Ayman Odeh,Hate,איימן עודה,"נאסראללה פונה לערביי ישראל ואומר שהוא יודע כמה הם מיחלים לשחרור פלסטין כולה. נצפה מחר לתגובת חה״כ איימן עודה שבעבר דחה את ההחלטה האמריקנית להכריז על חיזבאללה ארגון טרור, כי לדידו הם לוחמי חופש.",נאסראללה פונה לערביי ישראל ואומר שהוא יודע כמה הם מיחלים לשחרור פלסטין כולה נצפה מחר לתגובת חה״כ איימן עודה שבעבר דחה את ההחלטה האמריקנית להכריז על חיזבאללה ארגון טרור כי לדידו הם לוחמי חופש,1
2823,NOT,UNT,,החלאות,ברור אלה מי רק החלאות בני העוולה נבלות חזיר עם כיפות סרוחות וזקן ימח שמם וזכר זכרם אוכלי חינם עוכרי ישראל אחד נבלה פושע גנב מורשע והשני טרפה חשוד בבצוע פשעי שחיתות ובהגנה על פדופילית חולת מין https://t.co/hcvGsAASlV,ברור אלה מי רק החלאות בני העוולה נבלות חזיר עם כיפות סרוחות וזקן ימח שמם וזכר זכרם אוכלי חינם עוכרי ישראל אחד נבלה פושע גנב מורשע והשני טרפה חשוד בבצוע פשעי שחיתות ובהגנה על פדופילית חולת מין,0
2824,NOT,,,,"שתי התבטאויות בכל זאת: נסראללה מחבק את ערביי ישראל ואומר כי הם ""מצפים להשבת פלסטין מהים לנהר"", ועל הסכמי אברהם אומר כך (אפשר להלחין את זה): ""שוק השקרים תם. שוק הצביעות מיצה עצמו. מסיכות ההונאה צנחו והצבועים יצאו מחוריהם. ראינו הודאה באמת שהוסתרה עשרות שנים. תודה לאל, זה נגמר"". https://t.co/x0RZmVnEOV",שתי התבטאויות בכל זאת נסראללה מחבק את ערביי ישראל ואומר כי הם מצפים להשבת פלסטין מהים לנהר ועל הסכמי אברהם אומר כך אפשר להלחין את זה שוק השקרים תם שוק הצביעות מיצה עצמו מסיכות ההונאה צנחו והצבועים יצאו מחוריהם ראינו הודאה באמת שהוסתרה עשרות שנים תודה לאל זה נגמר,0
2825,NOT,,,,"בעלי העסקים עדיין נושמים כשיפסיקו, יתעוררו לשרוף את הרחובות. ♨️♨️♨️♨️♨️♨️ 🔥🔥🔥🔥🔥🔥🔥🔥🔥 נראה אם יתעוררו בזמן . בעלי העסקים: ""פגעו בנו פגיעה אנושה"" https://t.co/9sStmRu8il",בעלי העסקים עדיין נושמים כשיפסיקו יתעוררו לשרוף את הרחובות נראה אם יתעוררו בזמן בעלי העסקים פגעו בנו פגיעה אנושה,0
2826,NOT,,,,@Rainberryliya זה לא ימח שמכם,זה לא ימח שמכם,0
2827,NOT,,,,@Calzabruh69 טרור שעדיין אסטרים... https://t.co/Gxos1TcBwg,טרור שעדיין אסטרים,0
2828,NOT,,,,"@ThePickleMaker @9PVk6cD9YiwzmKb @FakeYoel מה זה מוכיח? חולה נוטה למות שנהרג בתאונת דרכים, נספר כהרוג בתאונת דרכים, חולה נוטה למות שנהרג בפיגוע, נספר כנהרג בפיגוע, חולה נוטה למות שנרצח, נספר כקורבן רצח, וחולה נוטה למות שחלה במחלה שקטלה אותו נספר כקורבן המחלה שקטלה אותו. אני מבין שיש לכם סרגל שקובע איזו תוחלת חיים נחשבת.",מה זה מוכיח חולה נוטה למות שנהרג בתאונת דרכים נספר כהרוג בתאונת דרכים חולה נוטה למות שנהרג בפיגוע נספר כנהרג בפיגוע חולה נוטה למות שנרצח נספר כקורבן רצח וחולה נוטה למות שחלה במחלה שקטלה אותו נספר כקורבן המחלה שקטלה אותו אני מבין שיש לכם סרגל שקובע איזו תוחלת חיים נחשבת,0
2829,NOT,,,,@netnetf אוף זה קשה רצח אני לא אעלה על זה בחיים✊🏼😩,אוף זה קשה רצח אני לא אעלה על זה בחיים,0
2830,NOT,,,,"@yotameyal באמת. רק אחרי שאני ""מפסיק להגיב"" אחד מהם צועק משהו בסגנון ""די, הוא לא ערבי, פוצצנו אותו מספיק"" (אמירה בעייתית בפני עצמה..). קוראים לחובש ולרופא, אני עדיין משחק אותה כאילו לא מגיב. מעלים אותי על אמבולנס כאילו לא בגללם העצור במצב הזה. שולחים לבית החולים כאילו הם לא קשורים לאירוע&gt;&gt;",באמת רק אחרי שאני מפסיק להגיב אחד מהם צועק משהו בסגנון די הוא לא ערבי פוצצנו אותו מספיק אמירה בעייתית בפני עצמה קוראים לחובש ולרופא אני עדיין משחק אותה כאילו לא מגיב מעלים אותי על אמבולנס כאילו לא בגללם העצור במצב הזה שולחים לבית החולים כאילו הם לא קשורים לאירוע,0
2831,hate,Ministry of Health,Pandemic,ערבי,"@Tom_Tom_sg @kiril_spok @Nadav_Eyal משרד הבריאות לא ירדוף אחרי אף אחד כדי שיתחסן, לא יהודי ולא ערבי. לכן, היה ראוי שתהיה יוזמה מצד פעילים במגזר.",משרד הבריאות לא ירדוף אחרי אף אחד כדי שיתחסן לא יהודי ולא ערבי לכן היה ראוי שתהיה יוזמה מצד פעילים במגזר,1
2832,NOT,,,,אסור לוותר אסור לתת למשטרה החולה המושחתת ולמנדלבליט העבריין לטייח רצח של ילד בן 16 !!! חייבים צדק לאהוביה ! אלוהים ישמור אותנו מהיהודים הבזויים שרוצחים ילד יהודי ! אסור שזה יעבור בשתיקה!,אסור לוותר אסור לתת למשטרה החולה המושחתת ולמנדלבליט העבריין לטייח רצח של ילד בן חייבים צדק לאהוביה אלוהים ישמור אותנו מהיהודים הבזויים שרוצחים ילד יהודי אסור שזה יעבור בשתיקה,0
2833,NOT,,,,"ימות המשיח? ממש לא! זה אנחנו, אנחנו עם אחד, כולנו אחים! לא נותנים לסטריאוטיפים ולדעות להרחיק אותנו אחד מהשני! @ronitlev12 @ramivered https://t.co/gONXaGUfrT",ימות המשיח ממש לא זה אנחנו אנחנו עם אחד כולנו אחים לא נותנים לסטריאוטיפים ולדעות להרחיק אותנו אחד מהשני,0
2834,NOT,,,,בידי הארגון פי שניים טילים מדוייקים מלפני שנה. כל פלסטין בטווח פגיעה מדוייקת. ישראל משקרת לציבור כשאומרת ששיבשה את הפרויקט. נסראללה רמז על התקדמות משמעותית בתחום ההגנה האווירית של חזבאללה שתפתיע את ישראל בעימות הבא. זה בגדול. לילה טוב,בידי הארגון פי שניים טילים מדוייקים מלפני שנה כל פלסטין בטווח פגיעה מדוייקת ישראל משקרת לציבור כשאומרת ששיבשה את הפרויקט נסראללה רמז על התקדמות משמעותית בתחום ההגנה האווירית של חזבאללה שתפתיע את ישראל בעימות הבא זה בגדול לילה טוב,0
2835,hate,NOT clear,Racism,גזען,"@Yotam__ @EliyahuLawrence דביל, אנטישמי וגזען תקרא למי שהשריץ אותך ולמי ששכח לחנך אותך, פרחח.",דביל אנטישמי וגזען תקרא למי שהשריץ אותך ולמי ששכח לחנך אותך פרחח,1
2836,violence,Not clear,violence,לריב,@shaharf1 בגלל זה אני די רוצה כי יהיה כיף רצח לריב איתם,בגלל זה אני די רוצה כי יהיה כיף רצח לריב איתם,1
2837,NOT,,,,RT @AttorneyNitsana: ארה״ב הסירה את סודאן מרשימת המדינות תומכות טרור בתמורה להסכם עם ישראל. זה אומר שמעתה והלאה סודאן תהא חסינה מפני תביעות…,ארה״ב הסירה את סודאן מרשימת המדינות תומכות טרור בתמורה להסכם עם ישראל זה אומר שמעתה והלאה סודאן תהא חסינה מפני תביעות,0
2838,NOT,,,,@RackMada @hadaskale @yaron2018 @LevineHagai @KnessetT המילים האלו אינן קדושות הקונטקסט עושה אותן גזעניות או רלוונטיות אין שום בעיה להגדיר בטבלה ״חרדי״ ״רוסי״ ״דרוזי״ ״ערבי״ כל עוד יש תוכן ענייני זה נכון לכל מילה גם ״פרה״ אם הקונטקסט רעיל.,המילים האלו אינן קדושות הקונטקסט עושה אותן גזעניות או רלוונטיות אין שום בעיה להגדיר בטבלה ״חרדי״ ״רוסי״ ״דרוזי״ ״ערבי״ כל עוד יש תוכן ענייני זה נכון לכל מילה גם ״פרה״ אם הקונטקסט רעיל,0
2839,NOT,,,,"@HCKQ2S4F3o2FO3a בעולם מתוקן, לחסל סוכנות שפורשת כנפיים שנים כדי לאפשר פעילויות טרור מתוך מבנים שבחזקתה, היה אמור להיות אינטרס של כל מדינה שנפגעה אי פעם מטרור. העיתון הצרפתי לה מונד... צרפת- אישה מוכה שעדיין לא הבינה מי נותן את המכות ומי מקבל",בעולם מתוקן לחסל סוכנות שפורשת כנפיים שנים כדי לאפשר פעילויות טרור מתוך מבנים שבחזקתה היה אמור להיות אינטרס של כל מדינה שנפגעה אי פעם מטרור העיתון הצרפתי לה מונד צרפת אישה מוכה שעדיין לא הבינה מי נותן את המכות ומי מקבל,0
2840,NOT,,,,"RT @SunnyShlomi: כל העולם כולו גשר צר מאוד. ישנם מגוון טענות רווחות בשטח. בחוות השרתים האלה היו גם דאטביסים מפלילים של זיופי דומניון, ויש ה…",כל העולם כולו גשר צר מאוד ישנם מגוון טענות רווחות בשטח בחוות השרתים האלה היו גם דאטביסים מפלילים של זיופי דומניון ויש ה,0
2841,hate,Israeli government,politics,פושעים,מדינת משטרה !!! פרקליטות מושחתת !!! בית משפט מושחת !!!! פרקליט מדינה מניאק מוחזק בגרון פושע עבריין !!! מנדלבליט רוצח המונים שנותן למפגינים להפיץ וירוסים ומחלות !!! משטרת ישראל רוצחת ילדים חפים מפשע בחסות מנדלבליט ובתי המשפט די נמאסתם פושעים לכו !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,מדינת משטרה פרקליטות מושחתת בית משפט מושחת פרקליט מדינה מניאק מוחזק בגרון פושע עבריין מנדלבליט רוצח המונים שנותן למפגינים להפיץ וירוסים ומחלות משטרת ישראל רוצחת ילדים חפים מפשע בחסות מנדלבליט ובתי המשפט די נמאסתם פושעים לכו,1
2842,NOT,,, ,"@Ayelet__Shaked ללמוד מה? איך לגדל מחבל? איך לגדל ילד שבורח מהמשטרה, שנוסע בפראות? לא מבין את ההבדל ביניכם לבין אלה שרואים במחבלים גיבורים.",ללמוד מה איך לגדל מחבל איך לגדל ילד שבורח מהמשטרה שנוסע בפראות לא מבין את ההבדל ביניכם לבין אלה שרואים במחבלים גיבורים,0
2843,NOT,,,,@NaturalZimprint הוא פיריוד רצח,הוא פיריוד רצח,0
2844,NOT,,,,@roi_zaga @Didashake אתה אויב שלי ב24 שעות הקרובות אבל סך הכל אותך אני אוהב שתדע,אתה אויב שלי ב שעות הקרובות אבל סך הכל אותך אני אוהב שתדע,0
2845,hate,Florentin residents,Hate,אנטישמי,אם פלורנטין הייתה יהודים הייתי אנטישמי,אם פלורנטין הייתה יהודים הייתי אנטישמי,1
