TweetNo,Label,Target,Topic,Phrase,TweetText,clean_text,label
4964,NOT,,,,"@IluzKobi @anabela12738473 @HavodaParty @amirperetz @ishmuli לא מכתימה ציבור שלם, אבל להגיד שלא היתה פה אווירת רצח ולא היו קללות פולסה דנורא, ולא הכפשות או הפגנות אלימות, זה סילוף של האמת. עמיר בעצמו הודה שהושפע מהאווירה שהיתה. זה מייצר לגיטימציה. ויש פוליטיקאים בישראל שעשו על זה קרירה שלמה. ולמה פתאום מדברים על שחרור של הרוצח?",לא מכתימה ציבור שלם אבל להגיד שלא היתה פה אווירת רצח ולא היו קללות פולסה דנורא ולא הכפשות או הפגנות אלימות זה סילוף של האמת עמיר בעצמו הודה שהושפע מהאווירה שהיתה זה מייצר לגיטימציה ויש פוליטיקאים בישראל שעשו על זה קרירה שלמה ולמה פתאום מדברים על שחרור של הרוצח,0
4965,NOT,,,,"@smadar_shmueli יגאל עמיר לא רצח את רבין. השב""כ רצח אותו. ועד שהתיק לא יפתח והאמת תצא לאור כך אני אאמין.",יגאל עמיר לא רצח את רבין השבכ רצח אותו ועד שהתיק לא יפתח והאמת תצא לאור כך אני אאמין,0
4966,NOT,,,,"@EranCicurel ערן לגמרי קורע הלב ,בתיגראי מתבצע רצח עם, והעולם שותק כאלו לא קורא כולום......",ערן לגמרי קורע הלב בתיגראי מתבצע רצח עם והעולם שותק כאלו לא קורא כולום,0
4967,NOT,,,,@IPFL_FOOTBALL איזה עין ימח שמכם,איזה עין ימח שמכם,0
4969,NOT,,,,@ShmuelSason א. בוא...לא היה שם שום רצח נא לברור מילים בקפידה. ב. גם באום אל חיראן הקאת?,א בואלא היה שם שום רצח נא לברור מילים בקפידה ב גם באום אל חיראן הקאת,0
4970,NOT,,,,"@i_k300 @DorelMasasa @BarashiKinneret @urizaki שמע אתה יכול לחזור כמו תוכי על הטענה שדם זה דם. אני מנסה להסביר לך ש""ראש ממשלה"" זה תפקיד ממלכתי, ייצוגי, מנהיגותי. ושרוצחים בן אדם כאשר הוא ממלא את התפקיד הזה - עושים יותר נזק מאשר רצח של אדם אחר. גם לא התייחסת לעניין התמריץ השלילי - אם יהיה תג מחיר קבוע על רצח ראשי ממשלה&gt;&gt;&gt;&gt;&gt;",שמע אתה יכול לחזור כמו תוכי על הטענה שדם זה דם אני מנסה להסביר לך שראש ממשלה זה תפקיד ממלכתי ייצוגי מנהיגותי ושרוצחים בן אדם כאשר הוא ממלא את התפקיד הזה עושים יותר נזק מאשר רצח של אדם אחר גם לא התייחסת לעניין התמריץ השלילי אם יהיה תג מחיר קבוע על רצח ראשי ממשלה,0
4971,NOT,,,,"@omeryankelevitc לקחת קולות של שמאל מרכז ובציניות את מטה אותם לימין קיצוני, על זה בזמן שאת בראש המשרד הכי חסר תועלת (טוב, אולי לא הכי, יש תחרות עזה כרגע). לפחות שאר גנבי הקולות עזבו את המפלגות המקוריות שלהם, את עודך שם.",לקחת קולות של שמאל מרכז ובציניות את מטה אותם לימין קיצוני על זה בזמן שאת בראש המשרד הכי חסר תועלת טוב אולי לא הכי יש תחרות עזה כרגע לפחות שאר גנבי הקולות עזבו את המפלגות המקוריות שלהם את עודך שם,0
4972,NOT,romen zadrov,,רצח,@Obar06485129 רומן זדורוב רצח את כל הבית שלי הוא היה צריך לעשות זה לכל מי שרוצה ללמוד על ידי הקופה,רומן זדורוב רצח את כל הבית שלי הוא היה צריך לעשות זה לכל מי שרוצה ללמוד על ידי הקופה,0
4976,NOT,aida tuma,,נאצים היית מחסנת,"@ariana_melamed יש בהחלטה הרבה סבירות והרבה היגיון, לטעמי. מי שרוצח או מעודד רצח שיחכה אחרון בתור. שאלה לי, נאצים היית מחסנת? תקראי את אמנת החמ""ס!!!!",יש בהחלטה הרבה סבירות והרבה היגיון לטעמי מי שרוצח או מעודד רצח שיחכה אחרון בתור שאלה לי נאצים היית מחסנת תקראי את אמנת החמס,0
4979,NOT,,,,צבי יחזקאלי לאוחנה: יש להוריד העין החיצונית. יש פה אמת. יש להתחבר לשורשים של עם ישראל באמת. https://t.co/UKDqgpRqFaצבי_יחזקאלי_סיפר_לאוחנה__הצבא_הזמין_מחבל_להרצאה,צבי יחזקאלי לאוחנה יש להוריד העין החיצונית יש פה אמת יש להתחבר לשורשים של עם ישראל באמת,0
4980,NOT,,,,איך אני אוהבת אנשים מהסנאפ הם מתלהבים רצח מזה שאני מישראל לקצסם,איך אני אוהבת אנשים מהסנאפ הם מתלהבים רצח מזה שאני מישראל לקצסם,0
4981,NOT,,,,"בכל דרך אפשרית תושבי כדור הארץ מסרבים לקבל את המציאות של מלחמת דת כלל עולמית - אנשי השטן עומדים לחשוף עצמם, וכשזה יקרה הכל יהיה כבר מאוחר מידי ! כל תקציבי העולם מופנים לשם, כל וירוס או חיסון מגיע משם, סין איראן דאעש הוליווד, אלו סהכ כלים במשחק המטורף הזה. https://t.co/jXntmuirJJ",בכל דרך אפשרית תושבי כדור הארץ מסרבים לקבל את המציאות של מלחמת דת כלל עולמית אנשי השטן עומדים לחשוף עצמם וכשזה יקרה הכל יהיה כבר מאוחר מידי כל תקציבי העולם מופנים לשם כל וירוס או חיסון מגיע משם סין איראן דאעש הוליווד אלו סהכ כלים במשחק המטורף הזה,0
4983,NOT,,,,@ahuz_hasima @gidonsaar זה הרבה יותר גרוע מההתעלמות מאחוז החסימה. יש פה דברים שהם ממש בגדר הריסה. בחירות אזוריות יהיו קטסטרופה,זה הרבה יותר גרוע מההתעלמות מאחוז החסימה יש פה דברים שהם ממש בגדר הריסה בחירות אזוריות יהיו קטסטרופה,0
4984,NOT,,,,@Davids_Arrow @GoodbeerOssi פולארד ישב 30 שנה על ריגול. עכשיו תחשוב כמה צריך לשבת על רצח ראש ממשלה.,פולארד ישב שנה על ריגול עכשיו תחשוב כמה צריך לשבת על רצח ראש ממשלה,0
4985,NOT,UNT,,ירי רקטות,"@nadavabeksis @kahane_zadak כי השמאל רוצה שיירו רקטות על ישראל, הבנתי נכון אפס?",כי השמאל רוצה שיירו רקטות על ישראל הבנתי נכון אפס,0
4986,NOT,,,,"@Ser_Tzangaukar הוא גם היה חבר בלהקת בלאק מטאל בצעירותו. והם בתוך בדיחה קעקעו לו צלב קרס, על הרגל. וגם דפקו לו מכות רצח. מה שבסופו של דבר הביא אותו לישראל.",הוא גם היה חבר בלהקת בלאק מטאל בצעירותו והם בתוך בדיחה קעקעו לו צלב קרס על הרגל וגם דפקו לו מכות רצח מה שבסופו של דבר הביא אותו לישראל,0
4987,NOT,Jews,,שנאה,"@AmosSchocken1 @Yoni9031 השנאה בכם לכל מה שיהודי לכל מי מיהודי ידועה לכל זב חותם תשאל כל יהודי מה דעתו עליכם תשאל כל ערבי מה דעתו עליכם אתם מספסרים בדם יהודים עבור בצע הכסף והרייטינג אתם מכרתם את נשמתכם היהודית ( אם בכלל הייתה לכם ) לא משנה מה תעשה את הכתם הזה גם אתה כמו קודמיך , תיקח לקבר",השנאה בכם לכל מה שיהודי לכל מי מיהודי ידועה לכל זב חותם תשאל כל יהודי מה דעתו עליכם תשאל כל ערבי מה דעתו עליכם אתם מספסרים בדם יהודים עבור בצע הכסף והרייטינג אתם מכרתם את נשמתכם היהודית אם בכלל הייתה לכם לא משנה מה תעשה את הכתם הזה גם אתה כמו קודמיך תיקח לקבר,0
4988,NOT,Benet,,הומופובים וגזענים,"וזה השותף של בנט. הצבעתם לבנט, הצבעתם לתומכי טרור יהודי, הומופובים וגזענים. https://t.co/H707cCOb4N",וזה השותף של בנט הצבעתם לבנט הצבעתם לתומכי טרור יהודי הומופובים וגזענים,0
4995,NOT,Ahmad Tibi,,טרוריסט,@iki_cohen טיבי בתור יועץ של ארכי טרוריסט היה צריך להינמק בכלא רק בישראל חלאה כזאת מגיעה להיות חבר כנסת,טיבי בתור יועץ של ארכי טרוריסט היה צריך להינמק בכלא רק בישראל חלאה כזאת מגיעה להיות חבר כנסת,0
4996,NOT,,,,@nadavabeksis ולמה אתה מניח שמרצ לא יגיבו לירי רקטות מעזה?? השמאל הם אלה לאורך ההיסטוריה שלא נרתעו מלחימה כשהיה צורך,ולמה אתה מניח שמרצ לא יגיבו לירי רקטות מעזה השמאל הם אלה לאורך ההיסטוריה שלא נרתעו מלחימה כשהיה צורך,0
4997,NOT,,,,"@i_k300 @VisionofT @BarashiKinneret @urizaki בואו נניח לרגע שלגיטימי לדרוש על רצח ראש ממשלה כלא לכל החיים (כי אתם לא מתקדמים) האם חוק רטרואקטיבי, זה בסדר?",בואו נניח לרגע שלגיטימי לדרוש על רצח ראש ממשלה כלא לכל החיים כי אתם לא מתקדמים האם חוק רטרואקטיבי זה בסדר,0
4998,NOT,,,,"ד""ר גיא בכור, מאיר עיינים, כדרכו. איראן בעזה: שלטי קאסם סולימאני ברחובות מובלעת עזה. על מה זה מעיד? https://t.co/lWDkPKe0ib",דר גיא בכור מאיר עיינים כדרכו איראן בעזה שלטי קאסם סולימאני ברחובות מובלעת עזה על מה זה מעיד,0
5001,NOT,,,,"@shmuelp30 @podoksik בסין היום אין טרור? בונצואלה של מדורו? ובקובה? ווייטנאם? אני מניח את התשובה לראשונה נדע בעתיד, והאחרונות קטנות מכדי להגיע לרדאר של הציבור הרחב. האמת שוייטנאם מעניינת בהקשר הזה ואני באמת לא יודע. אבל אני לא בטוח שהייתי עוצר בשנות השבעים.",בסין היום אין טרור בונצואלה של מדורו ובקובה ווייטנאם אני מניח את התשובה לראשונה נדע בעתיד והאחרונות קטנות מכדי להגיע לרדאר של הציבור הרחב האמת שוייטנאם מעניינת בהקשר הזה ואני באמת לא יודע אבל אני לא בטוח שהייתי עוצר בשנות השבעים,0
5002,NOT,,,,@somebody1264 @OmerArvili &gt;&gt; אתה זה שמדבר פה מפוזיציה (מנחש שאתה לפחות מתנחל) ואתה זה שלא מחובר לאמת,אתה זה שמדבר פה מפוזיציה מנחש שאתה לפחות מתנחל ואתה זה שלא מחובר לאמת,0
5003,NOT,,,,רצח?! בכוונה תחילה?! https://t.co/8Zsiai6wMS,רצח בכוונה תחילה,0
5004,NOT,nitzan horowitz,,צניעותו של עאראפת,@NitzanHorowitz מה לך ולבן גוריון. בן גוריון היה ציוני אוהב עמו מגים המדינה היהודית. אתה בדיוק ההיפך ממנו. יותר מתאים לך להתעסק עם צניעותו של עאראפת,מה לך ולבן גוריון בן גוריון היה ציוני אוהב עמו מגים המדינה היהודית אתה בדיוק ההיפך ממנו יותר מתאים לך להתעסק עם צניעותו של עאראפת,0
5008,NOT,,,,@oftopic_ היו צריכים לשרוף את המלאי,היו צריכים לשרוף את המלאי,0
5009,NOT,,,,"@PapaGrishka @TheWiseJew1 35000 איש סך הכל מאומה של עשרות מיליונים. ביניהם קולנוענים וקשקשנים כדרכם של צרפתים. לבעלות הברית היה נח להציג כאילו גם הצרפתים נלחמו, בפועל שתפו פעולה באופן כמעט מלא אפילו באפריקה ובמזהת שם עדיין שלטו. דה גול עצמו היה ממש אנטישמי כפי שהתגלה ביחסו לישראל בשנות השישים https://t.co/walkBCmuSp",איש סך הכל מאומה של עשרות מיליונים ביניהם קולנוענים וקשקשנים כדרכם של צרפתים לבעלות הברית היה נח להציג כאילו גם הצרפתים נלחמו בפועל שתפו פעולה באופן כמעט מלא אפילו באפריקה ובמזהת שם עדיין שלטו דה גול עצמו היה ממש אנטישמי כפי שהתגלה ביחסו לישראל בשנות השישים,0
5010,NOT,Arab,,ניסו לרצוח ערבים,"@arik3000 כמו במקרה של נערים עבריינים שניסו לרצוח ערבים, נהגו ברכב ללא רשיון, ברחו מהשוטרים, התהפכו, הפקירו את החבר שלהם למות ואז מתבכיינים כמו מריונטות. אתה עלוב.",כמו במקרה של נערים עבריינים שניסו לרצוח ערבים נהגו ברכב ללא רשיון ברחו מהשוטרים התהפכו הפקירו את החבר שלהם למות ואז מתבכיינים כמו מריונטות אתה עלוב,0
5011,NOT,,,,@segal_eran מי שעוסק בתעמולה של חיסונים שותף לסיוע ב&amp;רצח ככה שמעתי באיזה קליפ!,מי שעוסק בתעמולה של חיסונים שותף לסיוע ברצח ככה שמעתי באיזה קליפ,0
5014,NOT,,,,"@IritLf @dvir_gopshtein @JoshBreiner @Haaretz @HShezaf הפקירו את החבר שלהם למות כדי לא להלשין שהוא היה מעורב באירוע, ולפני שברחו מהמשטרה תוך נהיגה ללא רשיון וסיכון ציבור הנהגים, ניסו לרצוח ערבים ביידוי אבנים. מה להגיד, מלח הארץ.",הפקירו את החבר שלהם למות כדי לא להלשין שהוא היה מעורב באירוע ולפני שברחו מהמשטרה תוך נהיגה ללא רשיון וסיכון ציבור הנהגים ניסו לרצוח ערבים ביידוי אבנים מה להגיד מלח הארץ,0
5016,NOT,,,,עד הבוקר התחסנו קצת יותר מ1/2 מיליון איש. אחד בן 70 ניפטר אחרי שהיתחסן ועדיין לא ברור ממה.ה$מאל האנטי ציוני-ביבי מנסה לרצוח אותנו. הלו אחד מתוך1/2מיליון זו סטיסטיקה מדהימה.,עד הבוקר התחסנו קצת יותר מ מיליון איש אחד בן ניפטר אחרי שהיתחסן ועדיין לא ברור ממההמאל האנטי ציוניביבי מנסה לרצוח אותנו הלו אחד מתוךמיליון זו סטיסטיקה מדהימה,0
5017,NOT,,,,"@hananamiur לא, לא, סליחה, ממש לא ציוני נלהב ולא לפי אף סטנדרט. יש לא מעט אנשים נחמדים בעולם אפילו בקרב שונאינו שהם גם אנשים טובים חוץ מנחמדים, אבל בין זה לבין ציוני יש הבדל ענק. האיש לא ציוני אפילו בפרומיל.",לא לא סליחה ממש לא ציוני נלהב ולא לפי אף סטנדרט יש לא מעט אנשים נחמדים בעולם אפילו בקרב שונאינו שהם גם אנשים טובים חוץ מנחמדים אבל בין זה לבין ציוני יש הבדל ענק האיש לא ציוני אפילו בפרומיל,0
5019,NOT,,,,"@iaalev זה בכלל לא קשור למי ומה היה הנער האומלל.ואתה גם לא יודע מה עשו רק שנחשדו ע״י שוטרים סמויים וברחו מרכב לא מזוהה שרדף אחריהם.אלו העובדות. דמם של נערי גבעות הוא לא מים.התקשורת שנעמדה על הרגליים כשחוסל מחבל שבא לרצוח לא יכולה לקבל בהשלמה הרג של אזרח. אגב, לא אמור להיות ענין ימין שמאל",זה בכלל לא קשור למי ומה היה הנער האומללואתה גם לא יודע מה עשו רק שנחשדו ע״י שוטרים סמויים וברחו מרכב לא מזוהה שרדף אחריהםאלו העובדות דמם של נערי גבעות הוא לא מיםהתקשורת שנעמדה על הרגליים כשחוסל מחבל שבא לרצוח לא יכולה לקבל בהשלמה הרג של אזרח אגב לא אמור להיות ענין ימין שמאל,0
5020,NOT,,,,@iki_cohen אפשר גם להביא אותו לליכוד ביחד עם הקולות שלו אין סיבה שלא יהיה ערבי ישראלי גבוה ברשימה,אפשר גם להביא אותו לליכוד ביחד עם הקולות שלו אין סיבה שלא יהיה ערבי ישראלי גבוה ברשימה,0
5021,NOT,,,,@judash0 למה שואגיו לא יהיה כשר? זה פרה. רק צריך לשחוט כשר,למה שואגיו לא יהיה כשר זה פרה רק צריך לשחוט כשר,0
5023,NOT,,,,"@bezalelsm @sheffipaz @AvrahamiDoron הורדת את המסיכה, חזרת להיות נער גבעות, מגן בחירוף נפש על מיידי אבנים,תומך בגזענית שמשליטה טרור ומתפרצת לגני ילדים. ממש מודל הערצה.",הורדת את המסיכה חזרת להיות נער גבעות מגן בחירוף נפש על מיידי אבניםתומך בגזענית שמשליטה טרור ומתפרצת לגני ילדים ממש מודל הערצה,0
5024,NOT,,,,"@hovevamim תמצית ממה שקורה היום במדינה ברורה עובדה 1! השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן ""כיבוש""מעוזי הכוח: מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת + שורשים פוליטיים במ' המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה",תמצית ממה שקורה היום במדינה ברורה עובדה השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן כיבושמעוזי הכוח מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת שורשים פוליטיים במ המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה,0
5025,NOT,,,,אז מי מרצה בצה''ל? מי שלא רצה את הרב יהודה קרויזר שליט''א קיבל את מוחמד אבו עראר ימ''ש (ממשוחררי עסקת גלעד שליט) לידיעה המלאה בקול היהודי &gt;&gt;&gt; https://t.co/mAJjg31Fsv,אז מי מרצה בצהל מי שלא רצה את הרב יהודה קרויזר שליטא קיבל את מוחמד אבו עראר ימש ממשוחררי עסקת גלעד שליט לידיעה המלאה בקול היהודי,0
5026,NOT,,,,"@nadavabeksis לא הבנתי... מרץ לא בעד להגיב על ירי? יש בנייהם הרבה מחלוקות (גם בטיפול עזה), אבל לקחת את זה לתגובה על ירי רקטות.... הלכת רחוק מידי",לא הבנתי מרץ לא בעד להגיב על ירי יש בנייהם הרבה מחלוקות גם בטיפול עזה אבל לקחת את זה לתגובה על ירי רקטות הלכת רחוק מידי,0
5027,NOT,,,,שאלה: יש איזה הסבר הגיוני מדוע מעתה ועד עולם *כל* מי שמתקרב לאוכלוסיית סיכון בלי מסכה הוא לא רוצח בפוטנציה?,שאלה יש איזה הסבר הגיוני מדוע מעתה ועד עולם כל מי שמתקרב לאוכלוסיית סיכון בלי מסכה הוא לא רוצח בפוטנציה,0
5028,NOT,,,,"@alchemist_il @podoksik יש טרור, אבל לא בממדים שייחודיים לקומוניזם. טרור בהיקפים ודינמיקות שנמצא גם בדיקטטורות אחרות. האירוע האחרון של טרור בהיקף ""קומוניסטי"" היה באמצע שנות ה-70, בקמבודיה.",יש טרור אבל לא בממדים שייחודיים לקומוניזם טרור בהיקפים ודינמיקות שנמצא גם בדיקטטורות אחרות האירוע האחרון של טרור בהיקף קומוניסטי היה באמצע שנות ה בקמבודיה,0
5029,NOT,Left ngos,,שמאל,"@AmirOhana תמצית ממה שקורה היום במדינה ברורה עובדה 1! השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן ""כיבוש""מעוזי הכוח: מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת + שורשים פוליטיים במ' המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה",תמצית ממה שקורה היום במדינה ברורה עובדה השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן כיבושמעוזי הכוח מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת שורשים פוליטיים במ המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה,0
5030,NOT,palestinians Fatah,,המחבלים,"תנועת הפת״ח מציינת את יום הולדתה של דלאל מוגרבי, ראש חוליית המחבלים שביצעה את פיגוע כביש החוף במרץ 78׳, 35 הרוגים ישראלים ומעל 70 פצועים. ״הדרך אל המולדת״, כך כתוב על הפוסטר. https://t.co/feysfJM3or",תנועת הפת״ח מציינת את יום הולדתה של דלאל מוגרבי ראש חוליית המחבלים שביצעה את פיגוע כביש החוף במרץ ׳ הרוגים ישראלים ומעל פצועים ״הדרך אל המולדת״ כך כתוב על הפוסטר,0
5031,NOT,,,,"@Obar06485129 רומן זדורוב רצח את כל החישובים של הגר""א שאם יש לך שאלה הלכתית ואין לך תא""ל מיל לא הבנתי מה הועילו בתקיפת של עזורי לא הבנתי",רומן זדורוב רצח את כל החישובים של הגרא שאם יש לך שאלה הלכתית ואין לך תאל מיל לא הבנתי מה הועילו בתקיפת של עזורי לא הבנתי,0
5032,NOT,,,,רקטה שנורתה לעבר ישראל נחתה בשטח הרצועה https://t.co/zzysNr5AUZ,רקטה שנורתה לעבר ישראל נחתה בשטח הרצועה,0
5033,NOT,Left ngos,,שמאל,"@KalmanLiebskind תמצית ממה שקורה היום במדינה ברורה עובדה 1! השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן ""כיבוש""מעוזי הכוח: מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת + שורשים פוליטיים במ' המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה",תמצית ממה שקורה היום במדינה ברורה עובדה השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן כיבושמעוזי הכוח מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת שורשים פוליטיים במ המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה,0
5034,NOT,Hamas,,המחבלים,חמאס הוציא הודעה שבגלל שישראל לא מחסנת את המחבלים והאסירים הבטחוניים בבתי הכלא אז היא עוברת על החוק ההומניטרי הבינלאומי ועל אמנת ז'נבה. מצחיק לשמוע הטפת מוסר בנושא הזה מארגון טרור שמחזיק אצלו גופות של 2 חיילים ועוד 2 אזרחים בלי כל תנאים וכנגד כל אמנה וחוק בינלאומי,חמאס הוציא הודעה שבגלל שישראל לא מחסנת את המחבלים והאסירים הבטחוניים בבתי הכלא אז היא עוברת על החוק ההומניטרי הבינלאומי ועל אמנת זנבה מצחיק לשמוע הטפת מוסר בנושא הזה מארגון טרור שמחזיק אצלו גופות של חיילים ועוד אזרחים בלי כל תנאים וכנגד כל אמנה וחוק בינלאומי,0
5035,NOT,Left ngos,,שמאל,"@BB_WE_Will_WIN תמצית ממה שקורה היום במדינה ברורה עובדה 1! השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן ""כיבוש""מעוזי הכוח: מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת + שורשים פוליטיים במ' המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה",תמצית ממה שקורה היום במדינה ברורה עובדה השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן כיבושמעוזי הכוח מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת שורשים פוליטיים במ המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה,0
5036,NOT,הסורים,,הסורים,"""היום הסורים הולכים ללמוד שהיד שמנענעת את העריסה יודעת גם קראטה"" בריטני ספירס, הכשרת נהגים רכבת ישראל, תחת בר סניף ורשה כשר בד""צ, 1959",היום הסורים הולכים ללמוד שהיד שמנענעת את העריסה יודעת גם קראטה בריטני ספירס הכשרת נהגים רכבת ישראל תחת בר סניף ורשה כשר בדצ,0
5037,NOT,,,,"@TheSocialist9 אין ספק, לא מזלזלת בה לרגע, העובדה היא שהיא דמות שבחרתי לכתוב עליה עבודה (50% מבחירה 50% סתם כי יצא) והיא מוכרת בתרבות הישראלית, אם כסתלבט ואם ברצינות... והיא באמת עומדת בראש אימפריה שלא מפסיקה להתרחב. מפרגנת לה רצח. ולגבי אינטלקט/מראה. זה ממש דיון מעניין, שתדע",אין ספק לא מזלזלת בה לרגע העובדה היא שהיא דמות שבחרתי לכתוב עליה עבודה מבחירה סתם כי יצא והיא מוכרת בתרבות הישראלית אם כסתלבט ואם ברצינות והיא באמת עומדת בראש אימפריה שלא מפסיקה להתרחב מפרגנת לה רצח ולגבי אינטלקטמראה זה ממש דיון מעניין שתדע,0
5038,NOT,Left ngos,,שמאל,"@ZivKnobler תמצית ממה שקורה היום במדינה ברורה עובדה 1! השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן ""כיבוש""מעוזי הכוח: מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת + שורשים פוליטיים במ' המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה",תמצית ממה שקורה היום במדינה ברורה עובדה השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן כיבושמעוזי הכוח מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת שורשים פוליטיים במ המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה,0
5039,NOT,Left ngos,,שמאל,"@sharongal תמצית ממה שקורה היום במדינה ברורה עובדה 1! השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן ""כיבוש""מעוזי הכוח: מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת + שורשים פוליטיים במ' המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה",תמצית ממה שקורה היום במדינה ברורה עובדה השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן כיבושמעוזי הכוח מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת שורשים פוליטיים במ המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה,0
5040,NOT,,,,"@2lc6ZRXfSqXqy87 @Vitaliko @BarashiKinneret ברגע שלא הודיעו כרגיל על סיבת המוות, חשדתי. אבל לאו דווקא בגורם חיצוני. אולי השאירה מכתב על מערכת המשפט. גם פקפקה ב""אמת"" של רצח רבין וכך כתבה (בפרטי): אין לי ספק שבחומר סביב הרצח יש הרבה חומר מפוברק. כנראה הקלטת ההיא למשל, לפחות בחלקה",ברגע שלא הודיעו כרגיל על סיבת המוות חשדתי אבל לאו דווקא בגורם חיצוני אולי השאירה מכתב על מערכת המשפט גם פקפקה באמת של רצח רבין וכך כתבה בפרטי אין לי ספק שבחומר סביב הרצח יש הרבה חומר מפוברק כנראה הקלטת ההיא למשל לפחות בחלקה,0
5041,NOT,Left ngos,,שמאל,"@gidonsaar תמצית ממה שקורה היום במדינה ברורה עובדה 1! השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן ""כיבוש""מעוזי הכוח: מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת + שורשים פוליטיים במ' המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה",תמצית ממה שקורה היום במדינה ברורה עובדה השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן כיבושמעוזי הכוח מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת שורשים פוליטיים במ המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה,0
5042,NOT,,,,@nadavabeksis מה נתניהו עשה כשירו ירי רקטות מאסיבי מעזה מלבד להתחנן במשך 51 יום להפסקת אש(שקט יענה בשקט)?,מה נתניהו עשה כשירו ירי רקטות מאסיבי מעזה מלבד להתחנן במשך יום להפסקת אששקט יענה בשקט,0
5043,NOT,Left ngos,,שמאל,"@Ilan_Tsion תמצית ממה שקורה היום במדינה ברורה עובדה 1! השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן ""כיבוש""מעוזי הכוח: מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת + שורשים פוליטיים במ' המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה",תמצית ממה שקורה היום במדינה ברורה עובדה השמאל רואה שהוא איבד לחלוטין את התקווה לחזור לשלטון ולכן כיבושמעוזי הכוח מערכת המשפט בסיוע מפלגת השמאל שנקראת תקשורת שורשים פוליטיים במ המשפט זו הדרך שלהם לכפות ולהשתלט על מדינת ישראל ואזרחיה,0
5044,NOT,,,,RT @YosephHaddad: חמאס הוציא הודעה שבגלל שישראל לא מחסנת את המחבלים והאסירים הבטחוניים בבתי הכלא אז היא עוברת על החוק ההומניטרי הבינלאומי ו…,חמאס הוציא הודעה שבגלל שישראל לא מחסנת את המחבלים והאסירים הבטחוניים בבתי הכלא אז היא עוברת על החוק ההומניטרי הבינלאומי ו,0
